item,price,store,image
Dell Inspiron 15R 3567 (i3/4/500) Notebook PC,"6,399 L.E",CompuScience,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Dell Inspiron 15R 5567 (i7/8/1TB/R7 M440) Notebook PC,"11,899 L.E",CompuScience,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad 320S (i7/8/512GB SSD/NVidia) Notebook PC,"19,200 L.E",Collection,http://www.egprices.com/images/thumb/lenovo-ideapad-320s-i7.jpg
Lenovo Ideapad 110 (i3/4/1TB/R5 M430) Notebook PC,"7,000 L.E",Collection,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Dell Inspiron 15R 5567 (i5/4/1TB/R7 M440) Notebook PC,"9,200 L.E",Collection,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
HP 15-BS032NE Notebook PC (2CT82EA),"7,798 L.E",CompuMe,http://www.egprices.com/images/thumb/15-bs032ne.jpg
Lenovo Ideapad 320 (i7/8/1TB/R7 M520) Notebook PC,"11,350 L.E",Delta Computer Alex,http://www.egprices.com/images/thumb/lenovo-ideapad-320.jpg
Lenovo Ideapad 310 (i7/8/1TB/NVIDIA) Notebook PC,"11,250 L.E",Delta Computer Alex,http://www.egprices.com/images/thumb/lenovo_ideapad_310_notbook_pc.jpg
HP 15-BS036NE Notebook PC (2CT87EA),"11,399 L.E",CompuMe,http://www.egprices.com/images/thumb/hp-15-bs036ne.jpg
HP 15-BS035NE Notebook PC,"11,699 L.E",CompuMe,http://www.egprices.com/images/thumb/15-bs035ne.jpg
HP 15-BS033NE Notebook PC,"8,299 L.E",Computer Shop,http://www.egprices.com/images/thumb/hp_15-bs033ne_notebook_pc.jpg
HP 15-BS032NE Notebook PC (2CT82EA),"7,799 L.E",Computer Shop,http://www.egprices.com/images/thumb/15-bs032ne.jpg
HP 15-BS038NE Notebook PC,"12,250 L.E",Collection,http://www.egprices.com/images/thumb/15-bs035ne.jpg
HP ProBook 450 G4 (i5/8/1TB/NVIDIAI) Notebook PC,"10,950 L.E",Collection,http://www.egprices.com/images/thumb/hp_probook_450_g4.jpg
Dell Inspiron 15R 3567 (i3/4/500/Linux) Notebook PC,"6,400 L.E",Collection,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
HP 255 G6 (AMD E2/4/500/R2) Notebook PC,"4,500 L.E",Collection,http://www.egprices.com/images/thumb/hp_255_g6.jpg
Lenovo Legion Y520 (i7/16/1TB+128G SSD/NVIDIA/W10) Notebook PC,"21,000 L.E",Collection,http://www.egprices.com/images/thumb/lenovo-legion-y520.jpg
HP 15-AC118NE Notebook PC (P4G48EA),"5,950 L.E",Collection,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
HP 15-bs095nia Notebook PC,"6,400 L.E",Sigma Computer,http://www.egprices.com/images/thumb/2cj87ea.jpg
Lenovo ThinkPad T460S (i7/8/256GB SSD/W10) Notebook PC,"34,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_t460.jpg
HP 15-BS033NE Notebook PC,"8,299 L.E",CompuMe,http://www.egprices.com/images/thumb/hp_15-bs033ne_notebook_pc.jpg
Lenovo Ideapad 320 (i7/8/1TB/R7 M530) Notebook PC,"12,399 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo-ideapad-320.jpg
Lenovo Ideapad 320 (i5/8/1TB/R5 M530) Netbook PC + Microsoft 1850 Mouse,"9,649 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo-ideapad-320.jpg
Dell Inspiron 15R 3567 (i3/4/1TB/R5 M340) Notebook PC,"7,250 L.E",Collection,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Dell Inspiron 15R 3567 (i7/8/1TB/R5 M340) Notebook PC + Free Bag,"11,299 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Dell Inspiron 15R 5559 (i7/8/1TB/ATI) Notebook PC,"11,950 L.E",Delta Computer Alex,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Legion Y520 (i7/16/2TB+256G SSD/NVIDIA) Notebook PC,"24,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo-legion-y520.jpg
Dell Inspiron 15R 5559 (i7/16/2TB/ATI) Notebook PC,"14,800 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad 110 (i5/8/1TB/R5 M430) Notebook PC,"9,000 L.E",Collection,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Dell Inspiron 15R 3567 (i7/8/1TB/R5 M340) Notebook PC,"10,750 L.E",Collection,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Lenovo Ideapad 310 (i5/8/1TB/NVIDIA) Notebook PC,"9,500 L.E",Collection,http://www.egprices.com/images/thumb/lenovo_i310_laptop.jpg
Lenovo ThinkPad X260 (i5/4/500/W10) Notebook PC,"23,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_x260.jpg
Lenovo Ideapad 110 (i5/8/1TB/R5 M430) Notebook PC,"8,399 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad Y700 (i7/16/1TB+128G SSD/NVidia/W10) Notebook PC,"21,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_y700.jpg
Dell Inspiron 15R 3567 (i5/4/500/R5 M340) Notebook PC,"8,699 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
HP 15-BS038NE Notebook PC,"13,599 L.E",Computer Shop,http://www.egprices.com/images/thumb/15-bs035ne.jpg
HP 15-BS036NE Notebook PC (2CT87EA),"11,299 L.E",Computer Shop,http://www.egprices.com/images/thumb/hp-15-bs036ne.jpg
HP 15-BS035NE Notebook PC,"11,699 L.E",Computer Shop,http://www.egprices.com/images/thumb/15-bs035ne.jpg
Apple MacBook Pro 13-inch Retina Display Dual-core I5 2.9GHz 8GB (256GB),"38,800 L.E",Tradeline Stores,http://www.egprices.com/images/thumb/apple_macbook.jpg
Lenovo Ideapad 520 (i5/16/2TB/NVIDIA) Notebook PC,"13,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_520_i5.jpg
Lenovo ThinkPad E460 (i5/4/500) Notebook PC,"14,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_e460.jpg
Lenovo ThinkPad E460 (i5/4/500/R5 M330) Notebook PC,"15,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_e460.jpg
Lenovo Ideapad I310 (i5/8/1TB/NVIDIA) Notebook PC,"9,799 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_i310_laptop.jpg
Apple MacBook Air 13-inch (Core I5 1.8GHz/8/128GB),"18,888 L.E",Tradeline Stores,http://www.egprices.com/images/thumb/Apple_MacBook_Air.jpg
Lenovo Ideapad 110 (i5/4/1TB/R5 M430) Notebook PC,"8,999 L.E",Collection,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Dell Inspiron 15R 5559 (i7/8/1TB/ATI) Notebook PC,"12,200 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
HP ProBook 450 G4 (i5/8/1TB/NVIDIAI) Notebook PC,"11,299 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_probook_450_g4.jpg
HP 255 G5 (AMD E2/4/500/Radeon) Notebook PC,"4,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_255_g5.jpg
Dell Inspiron 15R 3567 (i5/6/1TB/R5 M340) Notebook PC,"9,399 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
HP 250 G5 (i3/4/500) Notebook PC,"6,199 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_655.jpg
HP 15-ay112ne Notebook PC,"12,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-ay109ne_notebook_pc.jpg
HP 15-ay108ne Notebook PC,"8,599 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-ay109ne_notebook_pc.jpg
HP 15-ay019ne Notebook PC,"6,199 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
HP 15-ay020ne Notebook PC,"6,899 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
Dell Inspiron 11 3158 (i3/4/500/W10) Convertible Touchscreen Notebook PC,"12,399 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_3148.jpg
HP ProBook 450 G3 (i7/8/1TB/ATI) Notebook PC,"13,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
ASUS X540L-JXX001D Notebook PC,"6,888 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/asus_x540.jpg
ASUS K540LA-XX035D Notebook PC,"5,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/asus_k550ld.jpg
Dell Inspiron 15R 3542 (i5/8/1TB/NVIDIA/W8) Notebook PC,"9,299 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
HP 255 (E2-7110/4/500/Radeon) Notebook PC,"4,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_255_g1.jpg
HP 15-ac125ne Notebook PC,"8,799 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
Dell Inspiron 15R 3542 (i5/8/1TB/NVIDIA) Notebook PC,"8,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Lenovo Ideapad 110 (i3/4/1TB) Notebook PC,"6,600 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
HP 250 G5 (i3/4/1TB/R5 M330) Notebook PC,"6,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_655.jpg
HP ProBook 450 G3 (i7/8/1TB/ATI) Notebook PC,"12,600 L.E",Sigma Computer,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
Dell Inspiron 15R 5567 (i5/4/1TB/R7 M440) Notebook PC,"9,500 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 3567 (i5/4/500/R5 M340/Linux) Notebook PC,"9,050 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
ASUS X454Y (AMD/2/500) Notebook PC,"4,099 L.E",Sigma Computer,http://www.egprices.com/images/thumb/asus_x453sa_notebook.jpg
Lenovo Ideapad 320 (i3/4/1TB) Notebook PC,"6,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo-ideapad-320.jpg
Lenovo Ideapad 320 (AMD/4/1TB) Notebook PC,"4,600 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo-ideapad-320.jpg
Dell Inspiron 15-7567 (I7/16/1TB + 128SSD/NVIDIA) Notebook PC,"20,800 L.E",Collection,http://www.egprices.com/images/thumb/15_7567.jpg
Lenovo Ideapad I310 (i5/8/1TB/NVIDIA) Notebook PC,"9,450 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_i310_laptop.jpg
Lenovo Ideapad 110 (AMD E1-7010 /4/1TB/Radeon) Notebook PC,"4,200 L.E",Brothers for Import,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Apple MacBook Pro 13-inch Retina Display Dual-core I5 3.1GHz 8GB (256GB),"40,999 L.E",Tradeline Stores,http://www.egprices.com/images/thumb/apple_macbook.jpg
Apple MacBook Pro 13-inch Retina Display Dual-core I5 2.3GHz 8GB (256GB),"33,999 L.E",Tradeline Stores,http://www.egprices.com/images/thumb/apple_macbook.jpg
Apple MacBook Air 13-inch (Core I5 1.8GHz/8/256GB),"27,499 L.E",Tradeline Stores,http://www.egprices.com/images/thumb/Apple_MacBook_Air.jpg
Apple MacBook Pro 13-inch Retina Display Dual-core I5 2.3GHz 8GB (128GB),"29,699 L.E",Tradeline Stores,http://www.egprices.com/images/thumb/apple_macbook.jpg
Lenovo Ideapad 110 (i3/4/1TB) Notebook PC,"6,100 L.E",MEST,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
HP 15-ba002ne Notebook PC,"6,199 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-ba001ne.jpg
HP 15-ay109ne Notebook PC,"10,299 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-ay109ne_notebook_pc.jpg
Dell Inspiron 15R 3542 (i3/4/500) Notebook PC,"5,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
HP 15-ba002ne Notebook PC,"5,750 L.E",Sigma Computer,http://www.egprices.com/images/thumb/hp_15-ba001ne.jpg
Lenovo Ideapad 110 (i3/4/1TB/R5 M430) Notebook PC,"6,700 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Dell Inspiron 15R 5559 (i5/8/1TB/ATI) Notebook PC,"9,750 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad 320 (i7/8/1TB/R7 M440) Notebook PC,"11,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo-ideapad-320.jpg
Lenovo Ideapad 110 (i5/8/1TB/R5 M430) Notebook PC,"9,350 L.E",Time Tech,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 110 (i3/4/1TB/R5 M430) Notebook PC,"6,850 L.E",Time Tech,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
HP ProBook 450 G4 (i7/8/1TB/NVIDIAI) Notebook PC,"12,850 L.E",Compunil,http://www.egprices.com/images/thumb/hp_probook_450_g4.jpg
Dell Inspiron 15R 3567 (i3/4/1TB) Notebook PC,"6,399 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Dell Inspiron 15R 5559 (i5/8/1TB/ATI) Notebook PC,"9,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Apple MacBook Pro 15-Inch Retina Display Quad-core I7 2.5GHz 16GB (512GB),"54,899 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/apple_macbook.jpg
Apple MacBook Pro 15-Inch Retina Display Quad-core I7 2.2GHz 16GB (256GB),"53,000 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/apple_macbook.jpg
Apple MacBook Pro 13 Inch Core I5 2.5GHz,"27,899 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/apple_macbook.jpg
ASUS X540S-XX070D Notebook PC,"4,099 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/asus_x540.jpg
Lenovo Legion Y520 (i7/16/1TB+128G SSD/NVIDIA/W10) Notebook PC,"20,999 L.E",Brothers for Import,http://www.egprices.com/images/thumb/lenovo-legion-y520.jpg
Lenovo Ideapad 320 (i5/8/1TB/R7 M520) Notebook PC,"9,300 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo-ideapad-320.jpg
Lenovo Ideapad 110 (AMD E1-7010 /4/1TB/Radeon) Notebook PC,"4,399 L.E",Appliance,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
HP Ay070ne Notebook PC,"6,399 L.E",Appliance,http://www.egprices.com/images/thumb/hp_15-ay075nia_notebook_pc.jpg
Dell Inspiron 15R 3567 (i7/8/1TB/R5 M340) Notebook PC,"10,399 L.E",Appliance,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Lenovo Ideapad 110 (i3/4/1TB) Notebook PC (Black),"6,399 L.E",Appliance,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Dell Inspiron 15-7567 (i7/8/1TB + 128SSD/NVIDIA) Notebook PC,"21,499 L.E",CompuScience,http://www.egprices.com/images/thumb/15_7567.jpg
Dell Inspiron 15R 3567 (i7/8/1TB/R5 M340) Notebook PC,"10,300 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Dell Inspiron 11R 3162 (Celeron/2/32/W10) Notebook PC,"4,040 L.E",Computer Shop,http://www.egprices.com/images/thumb/dell-inspiron-11r-3162.jpg
HP 14-am002ne Notebook PC (X5B70EA),"3,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_14-r203nx.jpg
Lenovo Legion Y520 (i7/16/1TB+128G SSD/NVIDIA/W10) Notebook PC,"21,900 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo-legion-y520.jpg
Lenovo Ideapad 110 (i5/8/1TB/R5 M430) Notebook PC,"8,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
MSI GS706QE (i7/16GB/1TB+128SSD/NVIDIA/W10) Gaming Notebook PC,"27,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/msi_gs706qe.jpg
HP 15-ba002ne Notebook PC,"6,000 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-ba001ne.jpg
HP 15-ay020ne Notebook PC,"6,350 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
HP 15-BA001NE Notebook PC,"4,250 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-ba001ne.jpg
HP 15-BA001NE Notebook PC,"4,355 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/hp_15-ba001ne.jpg
HP 14-am002ne Notebook PC (X5B70EA),"3,999 L.E",Collection,http://www.egprices.com/images/thumb/hp_14-r203nx.jpg
Lenovo ThinkPad Yoga 260 (i7/8/SSD 512 GB/W10) Notebook PC,"35,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo-thinkpad-yoga-260.jpg
Lenovo ThinkPad Yoga 260 (i7/8/SSD 256 GB/W10) Notebook PC,"33,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo-thinkpad-yoga-260.jpg
Lenovo Ideapad 510 (i5/8/1TB/NVIDIA) Notebook PC,"12,599 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_ideapad_510_notebook_pc.jpg
Dell Inspiron 15R 5559 (i7/8/1TB/ATI) Notebook PC,"11,666 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Cherry ZE002 Notebook PC,"2,599 L.E",CompuScience,http://www.egprices.com/images/thumb/cherry_ze002_notebook_pc.jpg
Dell Inspiron 15R 5559 (i5/4/500/ATI) Notebook PC,"8,599 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Apple MacBook Air 11.6-inch/128GB,"23,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/Apple_MacBook_Air.jpg
HP 255 G5 (AMD E2/4/500/Radeon) Notebook PC,"4,495 L.E",Compunil,http://www.egprices.com/images/thumb/hp_255_g5.jpg
Dell Inspiron 15R 5567 (i7/8/1TB/R7 M445/W10) Notebook PC,"13,950 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad 110 (AMD E1-7010 /4/1TB/Radeon) Notebook PC,"4,199 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 100 (i3/4/1TB) Notebook PC,"6,099 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_ideapad_100.jpg
Lenovo Ideapad 110 (Celeron /4/500) Notebook PC,"4,199 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 100 (i3/4/1TB/NVidia) Notebook PC,"6,500 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_100.jpg
Lenovo ThinkPad L460 (i7/8/1TB/R5 M330/W10) Notebook PC,"22,599 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_l460.jpg
Lenovo ThinkPad L460 (i5/4/500/W10) Notebook PC,"19,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_l460.jpg
Lenovo E51-80 (i7/8/1TB/ R5 M330/W10) Notebook PC,"15,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_e51-80.jpg
Lenovo E51-80 (i5/8/1TB/ R5 M330) Notebook PC,"13,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_e51-80.jpg
Lenovo E51-80 (i5/4/500/ R5 M330) Notebook PC,"12,899 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_e51-80.jpg
Lenovo E51-80 (i5/4/500) Notebook PC,"11,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_e51-80.jpg
HP 15-af165sa Notebook PC,"6,900 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-af165sa_notebook_pc_1.jpg
ASUS X540LJ-XX065D Notebook PC,"5,888 L.E",Sigma Computer,http://www.egprices.com/images/thumb/asus_x540.jpg
