item,price,store,image
Dell Inspiron 15R 3567 (i3/4/1TB/Linux) Notebook PC,"6,350 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Lenovo Ideapad 110 (i3/4/1TB) Notebook PC,"6,200 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 310 (i5/6/1TB/NVIDIA) Notebook PC,"9,250 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_310_notbook_pc.jpg
Lenovo Ideapad 310 (i7/8/1TB/NVIDIA) Notebook PC,"11,200 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_310_notbook_pc.jpg
Lenovo Ideapad 310 (i5/8/1TB/NVIDIA) Notebook PC,"9,200 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_i310_laptop.jpg
ASUS X453SA (Celeron/2/500) Notebook PC,"3,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/asus_x453sa_notebook.jpg
Dell Inspiron 15R 5558 (i3/4/500) Notebook PC,"6,150 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
HP ProBook 450 G3 (i7/8/1TB/ATI) Notebook PC,"11,950 L.E",Compunil,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
Lenovo Ideapad Y700 (i7/12/256GB SSD/NVidia/W10) Notebook PC,"20,400 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_y700.jpg
Lenovo ThinkPad Edge E550 (I7/8/1TB/R7 M265) Notebook PC,"24,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_edge_e550.jpg
Dell Inspiron 13 7359 (i7/8/1TB/W10) Convertible Touchscreen Notebook PC,"19,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_7347.jpg
Dell Latitude E7450 (i5/8/256GB SSD/Ubuntu ) Notebook PC,"39,000 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_latitude_e7450.jpg
Lenovo ThinkPad L560 (i5/4/500/W10) Notebook PC,"19,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_thinkpad_l560.jpg
Dell Latitude E7470 (i7/8/256GB SSD/Ubuntu ) Notebook PC,"33,000 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_latitude_e7470.jpg
Dell Latitude E5550 (i7/8/500/NVIDIA-2GB/Ubuntu) Notebook PC,"32,000 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_latitude_e5440.jpg
Apple MacBook Air 13-inch (Core I5 1.6GHz/8/256GB),"33,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/Apple_MacBook_Air.jpg
Apple MacBook Air 13-inch (Core I5 1.6GHz/8/128GB),"27,699 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/Apple_MacBook_Air.jpg
Apple MacBook Air 11-inch/256GB (Core I5 1.6GHz),"24,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/Apple_MacBook_Air.jpg
HP 15-ba054sa Notebook PC,"6,500 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-ay109ne_notebook_pc.jpg
Lenovo Ideapad 110 (AMD E1-7010 /4/1TB/Radeon) Notebook PC,"4,250 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Dell Inspiron 15R 3558 (i5/4/500/NVIDIA) Notebook PC,"8,599 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Dell Latitude E7450 (i7/8/256GB SSD/Ubuntu ) Notebook PC,"39,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_latitude_e7450.jpg
Dell Inspiron 15R 5558 (i3/4/500) Notebook PC,"5,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo V110 (i3/4/500/W10) Notebook PC,"6,350 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_v110.jpg
HP 15-ay019ne Notebook PC,"6,099 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
HP ENVY 15-AH150SA Notebook PC,"8,850 L.E",Compunil,http://www.egprices.com/images/thumb/hp-envy-15-ah150sa.jpg
Lenovo G5045 (AMD/4/500/ATI) Notebook PC,"3,850 L.E",MEST,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo Ideapad 100 (Celeron/4/500) Netbook PC,"3,999 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_100.jpg
Dell Inspiron 13 7359 (i5/4/500/W10) Convertible Touchscreen Notebook PC,"14,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_inspiron_7347.jpg
ASUS X540S-XX002D Notebook PC,"3,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/asus_x540.jpg
Lenovo Y5070 (i7/16/1TB/GTX860M/W8) Notebook PC,"18,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/lenovo_y5070_notebook_pc_black.jpg
Dell Latitude E7270 (i5/8/256GBSSD) Notebook PC,"36,499 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_latitude_e7270.jpg
Dell Latitude E7270 (i5/8/256GBSSD) Notebook PC,"33,999 L.E",Egypt Laptop,http://www.egprices.com/images/thumb/dell_latitude_e7270.jpg
Lenovo Ideapad 110 (AMD E1-7010 /4/1TB/Radeon) Notebook PC,"4,299 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 100 (i3/4/1TB/NVidia) Notebook PC,"6,799 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_100.jpg
Dell Inspiron 15R 5559 (i5/4/500/ATI) Notebook PC,"8,125 L.E",Compu Smart,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 5559 (i7/8/1TB/ATI) Notebook PC,"11,750 L.E",Compu Smart,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 3552 (Celeron/4/500) Notebook PC,"4,250 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Dell Inspiron 15R 5559 (i5/4/500/ATI) Notebook PC,"8,125 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 5558 (i3/4/500) Notebook PC,"5,700 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 5559 (i7/8/1TB/ATI) Notebook PC,"11,750 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 3552 (Celeron/4/500) Notebook PC,"4,250 L.E",Compu Smart,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
ASUS X540SA (Celeron/2/500) Notebook PC,"3,600 L.E",Sigma Computer,http://www.egprices.com/images/thumb/asus_x540.jpg
Dell Inspiron 15R 3542 (i3/4/1TB) Notebook PC,"5,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Lenovo Ideapad 110 (Celeron /4/500) Notebook PC,"3,599 L.E",MEST,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 510 (i7/8/1TB+8SSD/NVIDIA) Notebook PC,"12,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_510_notebook_pc.jpg
Dell Inspiron 15R 3558 (i5/4/500/NVIDIA) Notebook PC,"7,300 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3558_notebook_pc.jpg
Dell Inspiron 15R 3542 (i3/4/500/NVIDIA) Notebook PC,"6,100 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Dell Inspiron 15R 5559 (i5/4/500/R5 M335 4G) Notebook PC,"8,300 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad 100 (i3/4/1TB) Notebook PC,"5,600 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_100.jpg
Dell Inspiron 15R 5559 (i5/4/500/R5 M335 4G) Notebook PC,"9,200 L.E",Compu Smart,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 3542 (i3/4/500/NVIDIA) Notebook PC,"5,250 L.E",Compu Smart,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
HP ProBook 450 G3 (i5/8/1TB/ATI) Notebook PC,"8,900 L.E",Sigma Computer,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
Dell Inspiron 15R 3542 (i3/4/500) Notebook PC,"4,750 L.E",Compu Smart,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Dell Inspiron 15R 5558 (i5/4/500/NVIDIA) Notebook PC,"5,400 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
HP ProBook 450 G2 (i5/6/750/Radeon) Notebook PC,"5,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
HP ProBook 450 G2 (i7/8/1TB/ATI) Notebook PC,"7,300 L.E",Sigma Computer,http://www.egprices.com/images/thumb/hp_probook_450_notebook_pc.jpg
HP ProBook 450 G3 (i5/8/1TB/ATI) Notebook PC,"6,100 L.E",Compunil,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
Dell Inspiron 15R 5559 (i7/8/1TB/ATI) Notebook PC,"8,050 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad Y700 (i7/16/1TB+128G SSD/NVidia/W10) Notebook PC,"15,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_y700.jpg
Dell Inspiron 15R 5559 (i7/16/2TB/Radeon/W10) Notebook PC,"9,250 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad 500 (i7/8/1TB+8G SSD/ATI) Notebook PC,"7,300 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_500.jpg
Dell Inspiron 15R 3542 (i3/4/500/W8) Notebook PC,"3,800 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Dell Inspiron 15R 5551 (Pentium/4/500) Notebook PC,"3,000 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5551_notbook.jpg
Lenovo G5045 (AMD/4/500/ATI) Notebook PC,"2,700 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo Ideapad 500 (i5/8/1TB+8G SSD/ATI) Notebook PC (Black),"6,200 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_500.jpg
Lenovo G5135 (AMD E1-7010 /4/500) Notebook PC,"2,550 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo Ideapad 110 (AMD E1-7010 /4/500) Notebook PC,"2,650 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 310 (i7/8/1TB/NVIDIA) Notebook PC,"7,350 L.E",Compu Smart,http://www.egprices.com/images/thumb/lenovo_ideapad_310_notbook_pc.jpg
Dell Inspiron 15R 3543 (i5/4/500/NVIDIA) Notebook PC,"5,350 L.E",Compu Smart,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
HP 255 (E2-7110/4/500) Notebook PC,"3,000 L.E",Compu Smart,http://www.egprices.com/images/thumb/hp_255_g1.jpg
Lenovo Ideapad 310 (i5/4/500GB/NVIDIA) Notebook PC,"5,450 L.E",Compu Smart,http://www.egprices.com/images/thumb/lenovo_ideapad_310_notbook_pc.jpg
Dell Inspiron 15R 3543 (i5/4/500/NVIDIA) Notebook PC,"5,350 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Dell Inspiron 15R 3542 (i3/4/500) Notebook PC,"3,825 L.E",Compu Trade,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Dell Inspiron 15R 5559 (i7/16/2TB/ATI/W10) Notebook PC,"9,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo Ideapad 310 (i7/8/1TB/NVIDIA) Notebook PC,"7,350 L.E",Compu Trade,http://www.egprices.com/images/thumb/lenovo_ideapad_310_notbook_pc.jpg
HP ProBook 450 G2 (i5/6/1TB/ATI) Notebook PC (K9K68EA),"5,800 L.E",Sigma Computer,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
Acer Aspire E5-573G (i3/4/500) Notebook PC,"3,100 L.E",Sigma Computer,http://www.egprices.com/images/thumb/acer_aspire_e5-571g.jpg
HP 255 (E2-7110/4/500) Notebook PC,"3,000 L.E",Compu Trade,http://www.egprices.com/images/thumb/hp_255_g1.jpg
Lenovo Ideapad 310 (i5/4/500GB/NVIDIA) Notebook PC,"5,450 L.E",Compu Trade,http://www.egprices.com/images/thumb/lenovo_ideapad_310_notbook_pc.jpg
Lenovo Ideapad 110 (AMD A8-7410/8/1TB) Notebook PC,"4,450 L.E",Compu Trade,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 110 (AMD E1-7010 /2/500) Notebook PC,"2,800 L.E",Compu Trade,http://www.egprices.com/images/thumb/lenovo_ideapad_110_e1-7010__netbook_pc.jpg
Lenovo Ideapad 500 (i7/8/1TB+8G SSD/ATI) Notebook PC,"7,200 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_500.jpg
HP 250 G3 (i3/4/500) Notebook PC,"3,550 L.E",Compunil,http://www.egprices.com/images/thumb/hp_655.jpg
Dell Inspiron 15R 3542 (i5/4/500/NVIDIA) Notebook PC,"4,750 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Dell Inspiron 15R 3542 (Celeron/4/500) Notebook PC,"2,750 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
HP 250 G4 (i3/4/1TB/Radeon) Notebook PC,"3,900 L.E",Compunil,http://www.egprices.com/images/thumb/hp_655.jpg
HP ProBook 350 G1 (i7/8/1TB/ATI) Notebook PC,"5,750 L.E",Compunil,http://www.egprices.com/images/thumb/hp_350_g1.jpg
Acer Chromebook (Celeron/2/16/Chrome OS) Notebook PC (CB3-111-C670),"1,750 L.E",El Badr Group,http://www.egprices.com/images/thumb/cb3-111-c670.jpg
Dell Inspiron 15R 3542 (i3/4/500) Notebook PC,"3,250 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
Lenovo G5080 (I3/4/500) Notebook PC,"3,250 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo Ideapad 300 (Celeron/2/500) Netbook PC,"2,340 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_300.jpg
Dell Inspiron 15R 5558 (i3/4/500) Notebook PC,"3,425 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo G5045 (AMD/6/1TB/Radeon) Notebook PC,"3,900 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo Ideapad 305 (I3/4/500) Netbook PC,"3,250 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_305.jpg
Lenovo Z5170 (i7/8/1TB+8GBSSD/Radeon) Notebook PC,"6,700 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_z5070_notebook_silver.jpg
HP ProBook 450 G2 (i5/8/1TB/ATI) Notebook PC,"5,750 L.E",Compunil,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
Dell Inspiron 15R 5558 (i7/8/1TB/NVIDIA) Notebook PC,"7,400 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 5558 (i5/8/1TB/NVIDIA) Notebook PC,"5,250 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 3542 (i3/4/500/W8) Notebook PC,"3,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_3542_notebook_pc.jpg
HP ProBook 450 G2 (i7/8/1TB/ATI) Notebook PC (J4S97EA),"7,000 L.E",Compunil,http://www.egprices.com/images/thumb/hp_probook_450_g2_j4s97ea.jpg
Lenovo Ideapad 300 (i5/6/1TB/R5 M330) Notebook PC,"4,700 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_300.jpg
Dell Inspiron 15R 3541 (AMD E1-6010 /2/500) Notebook PC,"2,650 L.E",Compunil,http://www.egprices.com/images/thumb/dell_inspiron_15r_3541.jpg
Dell Inspiron 15R 5558 (i5/8/1TB/NVIDIA) Notebook PC,"4,999 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Dell Inspiron 15R 5558 (i5/6/1TB/NVIDIA) Notebook PC,"4,850 L.E",Sigma Computer,http://www.egprices.com/images/thumb/dell_inspiron_15r_5558_notbook.jpg
Lenovo G5030 (Celeron/4/500) Notebook PC,"2,340 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
HP 15-ac120ne Notebook PC,"3,550 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
HP 15-AC118NE Notebook PC (P4G48EA),"3,250 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-r253ne.jpg
Lenovo Z5170 (i5/8/1TB/Radeon) Notebook PC,"5,500 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_ideapad_z5070_notebook_silver.jpg
Lenovo Z5170 (i5/8/1TB/Radeon) Notebook PC,"5,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_ideapad_z5070_notebook_silver.jpg
Lenovo G5030 (Celeron/4/500) Notebook PC,"2,350 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo G5080 (I5/6/1TB/ATI) Notebook PC,"4,550 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Acer Aspire E5-573G (i5/6/1TB/NVIDIA) Notebook PC,"4,100 L.E",Sigma Computer,http://www.egprices.com/images/thumb/acer_aspire_e5-571g.jpg
Acer Aspire E5-573G (i3/4/500GB/NVIDIA) Notebook PC,"3,100 L.E",Sigma Computer,http://www.egprices.com/images/thumb/acer_aspire_e5-571g.jpg
Lenovo G5080 (I3/4/500/ATI) Notebook PC,"3,100 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
HP ProBook 450 G2 (i5/8/1TB/ATI) Notebook PC,"4,890 L.E",Compu Smart,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
HP ProBook 450 G2 (i5/8/1TB/ATI) Notebook PC,"4,900 L.E",Compu Trade,http://www.egprices.com/images/thumb/hp_probook_450_g2_.jpg
Lenovo B5045 (AMD/4/500/Radeon) Notebook PC,"3,000 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_b50_black_dos.jpg
Lenovo B5070 (i3/4/500) Notebook PC (Black),"2,575 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_b50_black_dos.jpg
Lenovo G5070 (I3/4/500) Notebook PC,"2,700 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo G5030 (Celeron/2/500) Notebook PC,"1,800 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_g5030_celeron_2_500_notebook_pc_black.jpg
Lenovo E1030 (Celeron/2/500/W8) Notebook PC,"1,600 L.E",Sigma Computer,http://www.egprices.com/images/thumb/lenovo_e1030_notebook_pc.jpg
Acer Aspire E1-572G (i5/4/500/NVIDIA) Notebook PC (Black),"3,500 L.E",Sigma Computer,http://www.egprices.com/images/thumb/acer_e1_notebook.jpg
HP 255 G3 (AMD/4/500/ATI) Notebook PC,"2,350 L.E",Compunil,http://www.egprices.com/images/thumb/hp_255_g1.jpg
Lenovo S2030 (Celeron/2/500/W8) Notebook PC,"2,100 L.E",Compu Trade,http://www.egprices.com/images/thumb/lenovo_s2030_notebook_pc.jpg
Lenovo G580 (Celeron/4/500) Notebook PC,"2,240 L.E",Compunil,http://www.egprices.com/images/thumb/lenovo_g580.jpg
Toshiba Satellite C55-B865 Notebook PC,"3,200 L.E",Compunil,http://www.egprices.com/images/thumb/toshiba_satellite_c55_white_dos.jpg
ASUS TP500LA-CJ078H Transformer Book Flip Notebook PC,"3,900 L.E",Compunil,http://www.egprices.com/images/thumb/asus_tp500la-cj076h_transformer_book_flip.jpg
HP 15-g020se Notebook PC,"2,250 L.E",Compunil,http://www.egprices.com/images/thumb/hp_15-g001sx.jpg
HP ProBook 450 G2 (i7/8/1TB/ATI) Notebook PC (J4S97EA),"5,850 L.E",Compu Trade,http://www.egprices.com/images/thumb/hp_probook_450_g2_j4s97ea.jpg
